Aug 28 14:40:29 hanreybtiz systemd[1]: Started exchanger-camunda-worker.service - Exchanger.py - Camunda Worker.
Aug 28 14:40:31 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 14:40:31 | INFO     | __main__:main:75 | ============================================================
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 5s после ошибки для топика bitrix_update_task
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика 1c_create_counterparty: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x74c4dafa3260>: Failed to resolve 'camunda.eg-holding.ru' ([Errno -5] No address associated with hostname)"))
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 5s после ошибки для топика 1c_create_counterparty
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика op_update_task: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x74c4dafa1490>: Failed to resolve 'camunda.eg-holding.ru' ([Errno -5] No address associated with hostname)"))
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 5s после ошибки для топика op_update_task
Sep 09 14:04:26 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:26 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика bitrix_update_deal: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x74c4daf5ade0>: Failed to resolve 'camunda.eg-holding.ru' ([Errno -5] No address associated with hostname)"))
Sep 09 14:04:26 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:26 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 10s после ошибки для топика bitrix_update_deal
Sep 09 14:04:26 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:26 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика 1c_update_document: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x74c4dafa1010>: Failed to resolve 'camunda.eg-holding.ru' ([Errno -5] No address associated with hostname)"))
Sep 09 14:04:26 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:26 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 10s после ошибки для топика 1c_update_document
Sep 09 14:04:26 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:26 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика bitrix_create_deal: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x74c4dafa1370>: Failed to resolve 'camunda.eg-holding.ru' ([Errno -5] No address associated with hostname)"))
Sep 09 14:04:26 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:26 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 10s после ошибки для топика bitrix_create_deal
Sep 09 14:04:26 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:26 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика data_processing: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x74c4daf59d30>: Failed to resolve 'camunda.eg-holding.ru' ([Errno -5] No address associated with hostname)"))
Sep 09 14:04:26 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:26 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 10s после ошибки для топика data_processing
Sep 09 14:04:26 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:26 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика create_user: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x74c4daf58800>: Failed to resolve 'camunda.eg-holding.ru' ([Errno -5] No address associated with hostname)"))
Sep 09 14:04:26 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:26 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 10s после ошибки для топика create_user
Sep 09 14:04:26 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:26 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика create_yandex_file: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x74c4daf5aba0>: Failed to resolve 'camunda.eg-holding.ru' ([Errno -5] No address associated with hostname)"))
Sep 09 14:04:26 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:26 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 10s после ошибки для топика create_yandex_file
Sep 09 14:04:26 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:26 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика user_management: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x74c4daf5aa80>: Failed to resolve 'camunda.eg-holding.ru' ([Errno -5] No address associated with hostname)"))
Sep 09 14:04:26 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:26 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 10s после ошибки для топика user_management
Sep 09 14:04:26 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:26 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика telegram_notify: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x74c4d860afc0>: Failed to resolve 'camunda.eg-holding.ru' ([Errno -5] No address associated with hostname)"))
Sep 09 14:04:26 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:26 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 10s после ошибки для топика telegram_notify
Sep 09 14:04:26 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:26 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика python: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x74c4d860ad80>: Failed to resolve 'camunda.eg-holding.ru' ([Errno -5] No address associated with hostname)"))
Sep 09 14:04:26 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:26 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 10s после ошибки для топика python
Sep 09 14:04:26 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:26 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика bitrix24: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x74c4d8609bb0>: Failed to resolve 'camunda.eg-holding.ru' ([Errno -5] No address associated with hostname)"))
Sep 09 14:04:26 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:26 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 10s после ошибки для топика bitrix24
Sep 09 14:04:26 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:26 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика yandex_disk: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x74c4d860b920>: Failed to resolve 'camunda.eg-holding.ru' ([Errno -5] No address associated with hostname)"))
Sep 09 14:04:26 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:26 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 10s после ошибки для топика yandex_disk
Sep 09 14:04:26 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:26 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика openproject: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x74c4d8608e90>: Failed to resolve 'camunda.eg-holding.ru' ([Errno -5] No address associated with hostname)"))
Sep 09 14:04:26 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:26 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 10s после ошибки для топика openproject
Sep 09 14:04:26 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:26 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика 1c_sync_data: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x74c4d8648080>: Failed to resolve 'camunda.eg-holding.ru' ([Errno -5] No address associated with hostname)"))
Sep 09 14:04:26 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:26 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 10s после ошибки для топика 1c_sync_data
Sep 09 14:04:26 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:26 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика op_create_task: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x74c4d8648a40>: Failed to resolve 'camunda.eg-holding.ru' ([Errno -5] No address associated with hostname)"))
Sep 09 14:04:26 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:26 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 10s после ошибки для топика op_create_task
Sep 09 14:04:26 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:26 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика op_create_project: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x74c4d86495e0>: Failed to resolve 'camunda.eg-holding.ru' ([Errno -5] No address associated with hostname)"))
Sep 09 14:04:26 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:26 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 10s после ошибки для топика op_create_project
Sep 09 14:04:26 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:26 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика bitrix_update_task: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x74c4d8649f70>: Failed to resolve 'camunda.eg-holding.ru' ([Errno -5] No address associated with hostname)"))
Sep 09 14:04:26 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:26 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика send_telegram: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x74c4d864a840>: Failed to resolve 'camunda.eg-holding.ru' ([Errno -5] No address associated with hostname)"))
Sep 09 14:04:26 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:26 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 10s после ошибки для топика bitrix_update_task
Sep 09 14:04:26 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:26 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 10s после ошибки для топика send_telegram
Sep 09 14:04:26 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:26 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика 1c_create_document: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x74c4d86080b0>: Failed to resolve 'camunda.eg-holding.ru' ([Errno -5] No address associated with hostname)"))
